Brand,Product Name,Price,Stars,Reviews,Category,Weighted_Rating
Ofra Cosmetics,Blushful Mini Mix Face Palette,39.0,4.0,2,Highlighter,4.309979867702042
Ofra Cosmetics,Unconditional Mini Mix Face Palette,39.0,5.0,7,Highlighter,4.537067395264116
Ofra Cosmetics,#OFRAglow Signature Palette,37.0,4.2,17,Highlighter,4.273224043715847
bareMinerals,COMPLEXION RESCUE All-Over Luminizer Mineral SPF 20,33.0,4.6,268,Highlighter,4.584875850829258
ICONIC LONDON,Lit & Luminous Baked Highlighting Powder,29.0,4.6,19,Highlighter,4.4802671523983
Ofra Cosmetics,Inner Glow Shimmering Baked Highlighter,35.0,4.7,530,Highlighter,4.689012097781241
ICONIC LONDON,Instant Sunshine Bronzing Drops,28.0,4.6,280,Highlighter,4.58548692756343
NARS,Laguna Ultimate Face Palette,59.0,4.6,11,Highlighter,4.4460577673692425
MAC,Jelly Slime All-Over Highlighter Limited Edition,33.0,2.8,4,Highlighter,4.051886546968514
RMS Beauty,ReDimension Hydra Dew Luminizer,42.0,4.7,361,Highlighter,4.684099517159626
Charlotte Tilbury,Hollywood Blush And Glow Glide Kit,88.0,3.0,1,Highlighter,4.27164541590771
ICONIC LONDON,Get Cheeky Face Powder Palette,39.0,4.9,14,Highlighter,4.596439273752865
Essence,Love It A Choco' Lot! Highlighter Glaze,5.99,2.0,1,Highlighter,4.216089860352155
NYX Professional Makeup,Highlight & Contour Pro Face Palette,25.0,4.4,1146,Highlighter,4.399217211940102
J.Cat Beauty,Highlighter Quad Spectrum Palette,6.99,4.5,22,Highlighter,4.433067115034328
Ofra Cosmetics,Shimmering Baked Highlighter,35.0,4.7,530,Highlighter,4.689012097781241
Wet n Wild,MegaGlo Contouring Palette,6.99,4.3,2650,Highlighter,4.300296069548684
Wet n Wild,MegaGlo Liquid Highlighter,5.99,3.9,168,Highlighter,3.9410249593856146
ICONIC LONDON,Illuminator Liquid Shimmer Highlighter Drops,40.0,4.7,220,Highlighter,4.6746397362292775
Ofra Cosmetics,Shimmering Baked Swirled Highlighter,35.0,4.7,530,Highlighter,4.689012097781241
Persona,DreamStick Cream Highlighter,28.0,3.2,6,Highlighter,4.047374673319078
MAC,Effervescence Extra Dimension Face Compact,30.8,1.0,1,Highlighter,4.1605343047966
Petite n Pretty,Born to Glow Makeup Starter Set,36.0,4.3,4,Highlighter,4.3376008326828
bareMinerals,GEN NUDE BLONZER Blush + Bronzer,29.0,4.7,568,Bronzer,4.684742951907131
DIBS Beauty,Desert Island Duo Blush + Bronzer Stick,36.0,4.7,4633,Bronzer,4.698029134532991
Benefit Cosmetics,Hoola Matte Powder Bronzer,36.0,4.5,3233,Bronzer,4.499326805385556
NYX Professional Makeup,Buttermelt Pressed Powder Natural Finish Bronzer,10.0,4.3,721,Bronzer,4.306349206349206
MILK MAKEUP,Matte Cream Bronzer Stick,24.0,4.6,267,Bronzer,4.581125827814569
e.l.f. Cosmetics,Camo Liquid Bronzer & Contour,7.0,4.6,1955,Bronzer,4.597135678391959
Juvia's Place,Bronzed Duo,22.0,4.8,410,Bronzer,4.771460674157304
RMS Beauty,ReDimension Hydra Bronzer,36.0,4.8,572,Bronzer,4.779077429983525
Too Faced,Chocolate Soleil Matte Bronzer,38.0,4.6,2284,Bronzer,4.597542043984475
Charlotte Tilbury,Airbrush Matte Bronzer,58.0,4.8,18,Bronzer,4.560377358490566
Benefit Cosmetics,Hoola Matte Powder Bronzer Mini,19.0,4.5,3233,Bronzer,4.499326805385556
NARS,Laguna Bronzer Powder Talc-Free,42.0,4.8,614,Bronzer,4.780431432973806
Essence,Drop Of Sunshine Bronzing Drops,5.99,3.3,8,Bronzer,4.225581395348837
DIBS Beauty,Desert Island Duo Blush + Bronzer Stick Mini,19.0,4.5,8,Bronzer,4.448837209302326
Too Faced,Chocolate Soleil Melting Bronzing & Sculpting Stick,35.0,4.7,952,Bronzer,4.690678824721378
Polite Society,Cabana Club Talc-Free Blurring Bronzer,34.0,4.8,46,Bronzer,4.64320987654321
FENTY BEAUTY by Rihanna,Sun Stalk'r Instant Warmth Bronzer,36.0,4.8,59,Bronzer,4.664893617021277
MILK MAKEUP,Bionic Liquid Bronzer with Hyaluronic Acid,32.0,4.4,121,Bronzer,4.408333333333333
Clinique,True Bronze Pressed Powder Bronzer,44.0,4.6,446,Bronzer,4.588149688149688
MAC,Skinfinish Sunstruck Matte Bronzer Powder,35.0,4.3,195,Bronzer,4.320869565217391
Estée Lauder,Bronze Goddess Powder Bronzer,56.0,4.1,120,Bronzer,4.176129032258064
Lancôme,Teint Idole Ultra Wear Skin Transforming Powder Bronzer,45.0,4.8,390,Bronzer,4.770117647058823
IT Cosmetics,Your Most Beautiful You 3-in-1 Makeup Palette,42.0,4.6,1194,Bronzer,4.5953620829943045
Stila,Blush & Bronze Hydro-Blur Cheek Duo,32.0,4.5,492,Bronzer,4.495825426944972
Too Faced,Sun Bunny Natural Bronzer,38.0,4.7,318,Bronzer,4.673937677053825
Benefit Cosmetics,Hoola Matte Powder Bronzer Jumbo,58.0,4.5,3233,Bronzer,4.499326805385556
bareMinerals,ALL-OVER FACE COLOR Loose Bronzer,26.0,4.7,1854,Bronzer,4.695129698253044
L'Oréal,Infallible 24H Fresh Wear Soft Matte Bronzer,15.99,4.6,380,Bronzer,4.586265060240963
bareMinerals,COMPLEXION RESCUE Liquid Blonzer Blush + Bronzer,28.0,4.5,246,Bronzer,4.492170818505338
Tarte,Maneater Silk Stick Bronzer,29.0,4.5,97,Bronzer,4.483333333333333
NARS,Mini Laguna Bronzer Powder Talc-Free,19.0,4.8,614,Bronzer,4.780431432973806
Winky Lux,Cheeky Rose Liquid Sculpt,19.0,5.0,42,Bronzer,4.744155844155844
Milani,Cheek Kiss Cream Bronzer,12.99,4.5,187,Bronzer,4.4900900900900895
ULTA Beauty Collection,Moisturizing Complexion Stick,16.0,4.3,648,Bronzer,4.307027818448024
Juvia's Place,Bronzed Cream Bronzer,18.0,4.4,243,Bronzer,4.404676258992806
Laura Mercier,Tinted Moisturizer Cream Bronzer,32.0,4.4,35,Bronzer,4.418571428571429
Essence,Baby Got Bronze Bronzing Stick,4.99,4.1,103,Bronzer,4.185507246376811
Physicians Formula,Butter Bronzer Murumuru Butter Bronzer,15.99,4.7,17645,Bronzer,4.69947963800905
Milani,Silky Matte Bronzing Powder,11.99,4.6,390,Bronzer,4.586588235294117
RMS Beauty,Buriti Bronzer,30.0,4.7,1029,Bronzer,4.691353383458647
Charlotte Tilbury,Beautiful Skin Sun-Kissed Glow Cream Bronzer,58.0,4.7,28,Bronzer,4.553968253968254
ULTA Beauty Collection,Sculpt & Glow Baked Face Palette,16.0,4.6,325,Bronzer,4.584166666666666
Clinique,Chubby Stick Sculpting Contour,32.0,4.0,131,Bronzer,4.092168674698795
IT Cosmetics,Bye Bye Pores Bronzer,36.0,4.1,281,Bronzer,4.137341772151898
Anastasia Beverly Hills,Natural-Looking Matte Powder Bronzer,28.0,4.6,2124,Bronzer,4.597359888837424
Pixi,On-the-Glow Bronze Tinted Moisture Stick,18.0,3.9,96,Bronzer,4.04351145038168
BOBBI BROWN,Bronzer Powder,47.0,4.8,283,Bronzer,4.76006289308176
MAC,Skinfinish Sunstruck Radiant Bronzer Powder,35.0,4.5,100,Bronzer,4.4837037037037035
ILIA,Sunshift Cream Bronzer,38.0,4.7,188,Bronzer,4.658744394618834
ColourPop,Bronze Stix,10.0,4.8,135,Bronzer,4.725294117647058
CHANEL,LES BEIGES Healthy Glow Bronzing Cream,60.0,4.3,110,Bronzer,4.333103448275862
e.l.f. Cosmetics,Primer-Infused Matte Bronzer,7.0,4.5,257,Bronzer,4.492465753424657
Live Tinted,Huebeam Gradient Blushing Bronzer,32.0,4.5,123,Bronzer,4.4860759493670885
ULTA Beauty Collection,Cheek Squad Cream Face Trio,16.0,4.5,113,Bronzer,4.485135135135135
NUDESTIX,NUDIES MATTE All Over Face Bronze Color,35.0,4.6,3212,Bronzer,4.59824453341546
NARS,Laguna Bronzing Cream,42.0,4.7,97,Bronzer,4.630303030303031
ULTA Beauty Collection,Oh My Glow Cream Bronzer,12.0,4.3,117,Bronzer,4.3315789473684205
e.l.f. Cosmetics,Putty Bronzer,7.0,4.2,793,Bronzer,4.210024154589373
Milani,Conceal + Perfect Sun Kissed Liquid Bronzing Drops,16.99,4.6,116,Bronzer,4.562251655629138
Revolution Beauty,Mega Bronzer,8.0,4.0,136,Bronzer,4.089473684210526
ColourPop,SOL Liquid Sun Glow Drops,12.0,4.8,12,Bronzer,4.529787234042553
Morphe 2,Sun & Done Smooth-Gliding Bronzer Stick,12.0,4.6,22,Bronzer,4.5
Tarte,Key Largo Glow Drops,35.0,4.5,97,Bronzer,4.483333333333333
r.e.m. beauty,Hypernova Satin Matte Bronzer,28.0,4.5,210,Bronzer,4.491020408163265
Morphe,Hot Shot Sun Drops,16.0,4.6,247,Bronzer,4.579787234042552
Anastasia Beverly Hills,Matte Contour and Sculpt Cream Bronzer,35.0,4.6,878,Bronzer,4.593756845564074
Physicians Formula,Butter Glow & Go Multiuse Stick,16.99,4.7,41,Bronzer,4.578947368421052
e.l.f. Cosmetics,Bronzer Palette,9.0,3.9,138,Bronzer,4.008670520231214
Physicians Formula,Butter Glow Bronzing Serum - Sunkissed Glow,16.99,4.7,207,Bronzer,4.661983471074381
Peter Thomas Roth,Instant FIRMx Collagen Bounce Stick,36.0,4.3,97,Bronzer,4.336363636363636
ULTA Beauty Collection,Pillow Puff Bronzing & Contour Cream Wand,12.0,3.5,2,Bronzer,4.386486486486487
ULTA Beauty Collection,Oh My Glow Baked Bronzer,12.0,4.5,275,Bronzer,4.492903225806452
Essence,Baby Got Bronze Liquid Bronzer,5.99,5.0,5,Bronzer,4.5075
First Aid Beauty,Bronze + Glow Drops with Niacinamide,28.0,4.7,150,Bronzer,4.65027027027027
Revolution Beauty,Bronzer Reloaded,7.0,4.1,51,Bronzer,4.2372093023255815
L.A. Girl,On Cloud Nine Bouncy Blush Bronzer Duo,8.0,4.0,3,Bronzer,4.402631578947369
NUDESTIX,STAX All Over Color Blush Balm,24.0,4.5,898,Bronzer,4.4976420150053595
Milani,Supercharged Bronzer Multistick,9.99,3.5,327,Bronzer,3.5906077348066296
PAT McGRATH LABS,Skin Fetish: Divine Bronzer,39.0,4.4,9,Bronzer,4.429545454545455
Clinique,Sun-Kissed Face Gelee Complexion Multitasker Bronzer,36.0,3.8,160,Bronzer,3.914358974358974
Essence,Sun Club Luminous Bronzing Powder,4.99,4.5,71,Bronzer,4.479245283018868
KVD Beauty,Good Apple Bronze + Sculpt Balm Duo,36.0,4.5,782,Bronzer,4.497307221542228
Revolution Beauty,Ultra Cream Bronzer,4.0,4.0,112,Bronzer,4.1040816326530605
HOURGLASS,Ambient Lighting Bronzer,58.0,4.3,32,Bronzer,4.371641791044776
Revolution Beauty,Bright Light Bronzing Drops,12.0,4.6,64,Bronzer,4.542424242424242
Persona,DreamStick Cream Bronzing Multi-Stick,26.0,4.5,57,Bronzer,4.47608695652174
Physicians Formula,Butter Glow Contour Wand,13.49,4.7,59,Bronzer,4.602127659574468
NUDESTIX,Sweet & Sunny Cheeks 2-Piece NUDIES Kit,47.0,4.8,74,Bronzer,4.68348623853211
Dior,Dior Forever Natural Bronzer,50.0,4.2,54,Bronzer,4.293258426966292
Physicians Formula,Butter Glow Liquid Bronzer,15.99,4.5,99,Bronzer,4.483582089552239
Pacifica,Sunny Glow Bronzing Drops Complexion Enhancer,16.0,4.5,217,Bronzer,4.491269841269841
af94,It Takes 2 Bronzer Highlight Duo,9.0,4.1,16,Bronzer,4.3313725490196076
CoverGirl,TruBlend So Flushed High Pigment Bronzer,11.99,4.5,481,Bronzer,4.495736434108528
Winky Lux,Bronze Age Bronzing Stick,18.0,4.7,35,Bronzer,4.5685714285714285
Ofra Cosmetics,Good To Go Mini Mix Face Palette,39.0,4.5,6,Bronzer,4.446341463414634
NATASHA DENONA,Mini Bronze & Glow,20.0,4.5,20,Bronzer,4.46
jane iredale,PureBronze Shimmer Bronzer Refill,48.0,4.5,537,Bronzer,4.496153846153846
Anastasia Beverly Hills,"Face Palette - All In One Bronzer, Highlight, Blush",58.0,4.5,600,Bronzer,4.496535433070866
L.A. Girl,Beau Phoria Glow in Glamour Lustrous Satin Bronzer,9.99,5.0,2,Bronzer,4.467567567567568
NABLA,Skin Bronzing,27.0,4.4,40,Bronzer,4.417333333333334
Physicians Formula,Matte Monoi Butter Bronzer,15.99,4.7,17645,Bronzer,4.69947963800905
Ofra Cosmetics,Bienvenidos A Miami Mini Mix Face Palette,42.0,4.3,4,Bronzer,4.423076923076923
FLOWER Beauty,Heatwave Bronzing Essence,18.5,3.9,172,Bronzer,3.990821256038647
NUDESTIX,Baby Nude Skin 2-PC NUDIES Kit,47.0,4.4,30,Bronzer,4.42
Ere Perez,Rice Powder Bronzer Duo,40.0,5.0,2,Bronzer,4.467567567567568
J.Cat Beauty,Love Struck Blusher + Bronzer,4.99,3.4,105,Bronzer,3.659285714285714
CoverGirl,Clean Fresh Radiant Loose Powder Bronzer,10.99,4.3,271,Bronzer,4.315686274509804
Revolution Beauty,Skin Silk Bronzer Stick,9.0,2.0,1,Bronzer,4.3694444444444445
L.A. Girl,Velvet Contour Bronzer Stick,5.99,3.3,48,Bronzer,3.7795180722891564
ICONIC LONDON,Radiance Booster Dewy Tinted Moisturizer,39.0,4.7,42,Bronzer,4.580519480519481
Pacifica,Sun Dreams Creamy Bronzer & Contour,16.0,4.3,26,Bronzer,4.3786885245901646
Ere Perez,Rice Powder Blush & Bronzer Duo,40.0,5.0,1,Bronzer,4.452777777777778
Petite n Pretty,CactiCali Make Up Starter Set,36.0,5.0,4,Bronzer,4.494871794871795
ICONIC LONDON,Sheer Bronze Natural Cream Bronzer,27.0,4.9,28,Bronzer,4.642857142857143
J.Cat Beauty,Symphony Face Obsession,11.99,4.3,28,Bronzer,4.376190476190476
Well People,Supernatural Stick Bronzer,22.0,4.5,206,Bronzer,4.490871369294606
Tarte,Travel Size Amazonian Clay Waterproof Bronzer,16.0,4.1,15,Bronzer,4.336
Revlon,SkinLights Prismatic Bronzer,14.49,4.3,676,Bronzer,4.30675105485232
Physicians Formula,Murumuru Butter Glow Face Palette,12.99,4.0,121,Bronzer,4.098076923076923
Physicians Formula,Murumuru Butter Bronzer Palette,12.99,4.6,124,Bronzer,4.564150943396227
KIKO Milano,Flawless Fusion Bronzer Powder,17.0,4.3,12,Bronzer,4.402127659574468
FLOWER Beauty,Heatwave Luminous Bronzer,12.5,4.3,30,Bronzer,4.373846153846154
Physicians Formula,Butter Dream Team Palette,18.99,4.5,87,Bronzer,4.481967213114753
Too Faced,Chocolate Soleil: Natural Chocolate Cocoa-Infused Healthy Glow Bronzer,38.0,4.6,780,Bronzer,4.5930061349693245
NUDESTIX,Pink Blush & Nude Bronze 2 Piece Mini Kit,24.0,4.5,72,Bronzer,4.479439252336449
UOMA Beauty,Double Take Bronzer,25.0,5.0,1,Bronzer,4.452777777777778
Ofra Cosmetics,Unconditional Mini Mix Face Palette,39.0,5.0,7,Bronzer,4.530952380952381
ICONIC LONDON,"Multi-Use Blush, Bronze, and Highlight Cream Palette",49.0,4.5,267,Bronzer,4.492715231788079
ICONIC LONDON,Instant Sunshine Bronzing Drops,28.0,4.6,280,Bronzer,4.581904761904762
NARS,Laguna Ultimate Face Palette,59.0,4.6,11,Bronzer,4.47608695652174
NUDESTIX,Sunkissed Glow 3 Piece STAX Set,59.0,4.6,71,Bronzer,4.546226415094339
NUDESTIX,GLAMZILLA Dirty 30 2 Piece Blush Kit,49.0,4.8,90,Bronzer,4.6983999999999995
LAURA GELLER,Baked Bronze-n-Brighten,34.0,5.0,1,Bronzer,4.452777777777778
ICONIC LONDON,Get Cheeky Face Powder Palette,39.0,4.9,14,Bronzer,4.569387755102041
Dior,Forever Nude Bronze,64.0,4.9,41,Bronzer,4.686842105263159
J.Cat Beauty,Golden Soleil Baked Bronzer,8.99,3.7,27,Bronzer,4.116129032258065
LORAC,TANtalizer Buildable Bronzing Powder,32.0,4.5,129,Bronzer,4.486585365853658
Tarte,Amazonian Clay Waterproof Bronzer,32.0,4.6,328,Bronzer,4.584297520661157
KYLIE COSMETICS,Pressed Bronzing Powder,22.0,4.3,704,Bronzer,4.306495263870095
MAC,Effervescence Extra Dimension Face Compact,30.8,1.0,1,Bronzer,4.341666666666667
bareMinerals,GEN NUDE BLONZER Blush + Bronzer,29.0,4.7,568,Blush,4.689101039901376
NARS,Afterglow Liquid Blush,32.0,4.7,1095,Blush,4.694227101456017
Benefit Cosmetics,Benetint Liquid Lip & Cheek Stain,26.0,4.1,2199,Blush,4.1039700908885
Youthforia,BYO BLUSH Color Changing Blush Oil,36.0,4.5,209,Blush,4.494164039153378
MILK MAKEUP,Cooling Water Jelly Tint Lip + Cheek Blush Stain,24.0,4.7,892,Blush,4.6929498279907005
Milani,Baked Blush - Radiant Powder Blush,10.99,4.6,1140,Blush,4.596637895479594
DIBS Beauty,Desert Island Duo Blush + Bronzer Stick,36.0,4.7,4633,Blush,4.698611455872378
e.l.f. Cosmetics,Camo Liquid Blush,7.0,4.7,7122,Blush,4.699094993659527
Juvia's Place,Blushed Duo,15.0,4.8,559,Blush,4.784570516991389
Dior,Rosy Glow Blush,40.0,4.5,822,Blush,4.49838521201353
NYX Professional Makeup,Buttermelt Pressed Powder Blush,10.0,4.6,1052,Blush,4.59636331060925
NARS,Blush,34.0,4.5,561,Blush,4.497666610710088
MAC,Mineralize Powder Blush,34.0,4.4,302,Blush,4.403607533378526
MILK MAKEUP,"Must-Haves: Primer, Blush & Setting Spray Set",45.0,5.0,2,Blush,4.486598806598806
MAC,Glow Play Cushiony Blush,34.0,4.7,603,Blush,4.689707982786741
MILK MAKEUP,Lip + Cheek Cream Blush Stick and Lip Color,24.0,4.7,760,Blush,4.691765075978952
Clinique,Chubby Stick Cheek Colour Balm Blush,30.0,4.6,882,Blush,4.595682057500239
Smashbox,Halo Sculpt + Glow Face Palette With Vitamin E,45.0,4.4,828,Blush,4.40138426148971
Too Faced,Cloud Crush Blurring Powder Blush,31.0,4.6,1063,Blush,4.596400061719308
ILIA,Multi-Stick,36.0,4.6,2337,Blush,4.598341361769933
Benefit Cosmetics,Silky-Soft Powder Blush,33.0,4.6,3027,Blush,4.598716287364936
Tarte,Blush Tape Liquid Blush,18.0,3.8,216,Blush,3.868246240917048
Clinique,Blushing Blush Powder Blush,31.0,4.7,557,Blush,4.688895222629128
bareMinerals,GEN NUDE Highlighting Blush,29.0,4.7,616,Blush,4.689916550555678
Clinique,Cheek Pop Blush,30.0,4.7,719,Blush,4.691311574454623
bareMinerals,GEN NUDE Powder Blush,29.0,4.4,390,Blush,4.402843482987888
DIBS Beauty,Desert Island Duo Blush + Bronzer Stick Mini,19.0,4.5,8,Blush,4.459148274073647
Laura Mercier,RoseGlow Blush Color Infusion,37.0,4.4,22,Blush,4.424872993294046
Polite Society,Polite Pops Powder Blush Stick,28.0,4.5,223,Blush,4.494492825679948
DIBS Beauty,GlowTour Duo Shimmering Blush + Contour Stick,38.0,4.8,1071,Blush,4.791775163868187
MAC,Powder Blush,30.0,4.5,659,Blush,4.498000682514927
bareMinerals,Talc-Free Loose Mineral Blush,26.0,4.5,1819,Blush,4.499258046723485
Clinique,Pop Lip + Cheek Oil in Black Honey,27.0,4.7,535,Blush,4.68845935268772
Juvia's Place,Blushed Liquid Blush,18.0,4.4,391,Blush,4.402836655897881
Lancôme,Blush Subtil Oil-Free Powder Blush,34.0,4.7,1241,Blush,4.694892591536886
Laura Mercier,Blush Color Infusion,37.0,4.7,502,Blush,4.687737378543066
Benefit Cosmetics,Value Size Liquid Lip Blush & Cheek Tint,35.0,4.1,2199,Blush,4.1039700908885
Tarte,Amazonian Clay 12-Hour Blush,30.0,4.4,62,Blush,4.41350248207391
e.l.f. Cosmetics,Halo Glow Blush Beauty Wand,9.0,4.5,5286,Blush,4.49974234532269
MILK MAKEUP,Bionic Liquid Blush with Hyaluronic Acid,24.0,4.5,558,Blush,4.497654613849987
ULTA Beauty Collection,Too Cheeky Lip & Cheek Color Stick,12.0,4.3,491,Blush,4.307224525036721
Juvia's Place,Blushed Cream Blush,16.0,5.0,7,Blush,4.565583605583606
Tarte,Satin Blush Tape Liquid Blush,18.0,5.0,4,Blush,4.521405667168379
Essence,Pure Nude Baked Blush,5.99,4.3,130,Blush,4.3239965735142585
ColourPop,Pressed Powder Blush,12.0,4.7,222,Blush,4.673864513864514
Benefit Cosmetics,Limited Edition Cheeky Love Letter Face Palette,45.0,4.0,8,Blush,4.33974528899902
Stila,Blush & Bronze Hydro-Blur Cheek Duo,32.0,4.5,492,Blush,4.497355492138101
ColourPop,Liquid Blush,10.0,4.7,227,Blush,4.674382048243435
Charlotte Tilbury,Matte Beauty Blush Wand,42.0,4.5,799,Blush,4.4983401663814035
FENTY BEAUTY by Rihanna,Cheeks Out Freestyle Cream Blush,28.0,4.5,135,Blush,4.491473315772382
Stila,Convertible Color Lip & Cheek Cream Blush,25.0,4.5,620,Blush,4.497879887190499
e.l.f. Cosmetics,Putty Blush,7.0,4.4,2066,Blush,4.40056488987878
Pixi,On-the-Glow Blush Tinted Moisture Stick,18.0,4.3,262,Blush,4.312979016283363
Tarte,Maneater Blush & Glow Cheek Plump,29.0,4.5,238,Blush,4.494806327064391
Morphe,Hot Shot Blush Drops,14.0,4.5,238,Blush,4.494806327064391
ULTA Beauty Collection,Flushed Powder Blush,11.0,4.6,387,Blush,4.590500526500525
Benefit Cosmetics,WANDERful World Silky-Soft Powder Blush Mini,18.0,4.6,3026,Blush,4.59871586668244
r.e.m. beauty,Hypernova Satin Matte Blush,22.0,4.7,243,Blush,4.675908630098575
Charlotte Tilbury,Mini Hollywood Blush & Glow Palette,29.0,3.7,25,Blush,4.076860736266677
NARS,"The Multiple Cream Blush, Lip and Eye Stick",39.0,4.4,518,Blush,4.402173812661394
Anastasia Beverly Hills,Cream Stick Blush with Brush Applicator,32.0,4.7,966,Blush,4.69347601329447
r.e.m. beauty,Eclipse Cheek & Lip Stick,11.0,4.5,673,Blush,4.498040754733668
Juvia's Place,Blushed Liquid Blushlighter,18.0,4.2,52,Blush,4.281051189438286
ULTA Beauty Collection,Twist Tint Color Shifting Lip & Cheek Stick,12.0,4.3,474,Blush,4.3074704047677015
about-face,Blush Rush Liquid Blush,18.0,5.0,25,Blush,4.72042509270232
RMS Beauty,ReDimension Hydra Powder Blush,36.0,4.8,2421,Blush,4.796313700053736
FENTY BEAUTY by Rihanna,Fenty Cheeks Suede Waterproof Powder Blush,28.0,4.7,601,Blush,4.689675127185104
e.l.f. Cosmetics,Powder Blush Palette,9.0,4.3,162,Blush,4.319901158301159
BOBBI BROWN,Pot Rouge Blush for Lips & Cheeks,36.0,4.4,33,Blush,4.420196020196021
Milani,Cheek Kiss Cream Blush,10.99,4.7,278,Blush,4.67868687703943
L'Oréal,Infallible 24H Fresh Wear Soft Matte Blush,15.99,4.7,245,Blush,4.676086754829823
NATASHA DENONA,Hy-Blush,42.0,4.8,858,Blush,4.789792266192944
ColourPop,Instant Crush Lip & Cheek Balm,10.0,4.9,33,Blush,4.702247302247303
Estée Lauder,Pure Color Envy Sculpting Blush,44.0,4.6,59,Blush,4.5536268305499075
Revolution Beauty,Jelly Blush Stick Lip & Cheek Stain,8.0,4.3,62,Blush,4.342645339216767
PÜR,Silky Tint Creamy Multitasking Stick,26.0,4.5,199,Blush,4.493904085440834
IT Cosmetics,Bye Bye Pores Blush,29.0,4.3,584,Blush,4.306122177492153
Essence,Baby Got Blush Liquid Blush,5.99,4.1,27,Blush,4.268218422504137
Buxom,Plump Shot Advanced Plumping Cream Blush with Peptides and Blurring Pigments,28.0,4.7,846,Blush,4.692577701872022
L'Oréal,Lumi Le Liquid Blush,14.99,4.6,292,Blush,4.587658164351077
Laura Mercier,Tinted Moisturizer Cream Blush,32.0,4.5,435,Blush,4.497028158917409
Live Tinted,Blush Crush Liquid Blush,22.0,4.9,39,Blush,4.720642902038252
Live Tinted,Huebeam Gradient Blushing Bronzer,32.0,4.5,123,Blush,4.4907842907842905
NUDESTIX,NUDIES BLOOM All Over Dewy Face Color,35.0,4.6,496,Blush,4.592486034863791
ULTA Beauty Collection,Cheek Squad Cream Face Trio,16.0,4.5,113,Blush,4.4901188966170915
Milani,Cheek Kiss Liquid Blush + Glow,12.99,4.5,260,Blush,4.495206540040165
KYLIE COSMETICS,Powder Blush Stick,26.0,4.5,520,Blush,4.497491232230004
e.l.f. Cosmetics,Primer-Infused Matte Blush,7.0,4.4,161,Blush,4.4063349446727464
HOURGLASS,Unreal Liquid Blush,36.0,4.5,126,Blush,4.490966780075691
KYLIE COSMETICS,Lip & Cheek Blush Tint,26.0,4.4,479,Blush,4.402341857644138
Winky Lux,Cheeky Rose Liquid Blush,19.0,4.8,75,Blush,4.710263355039475
Smashbox,SBX Rated Hot Stx Cream Blush Stick,24.0,4.2,5,Blush,4.405949743654661
bareMinerals,COMPLEXION RESCUE Liquid Highlighting Blush,28.0,4.1,237,Blush,4.133643684500827
ULTA Beauty Collection,Velvet Veil Minerals Powder Blush,12.0,4.6,1188,Blush,4.596770883544678
RMS Beauty,Lip2Cheek,40.0,4.8,1754,Blush,4.794931984929175
bareMinerals,COMPLEXION RESCUE Liquid Blonzer Blush + Bronzer,28.0,4.5,246,Blush,4.49495936346765
Urban Decay Cosmetics,Face Bond Long-Lasting Blush Suede,24.0,4.7,166,Blush,4.666221760738733
IT Cosmetics,Glow with Confidence Sun Cream Blush,17.0,4.7,1348,Blush,4.6952904748317925
Revolution Beauty,Skin Silk Marble Blush Stick,9.0,4.6,52,Blush,4.549438286212479
NUDESTIX,NUDIES MATTE All Over Face Blush Color,35.0,4.6,3212,Blush,4.598789642372654
e.l.f. Cosmetics,Monochromatic Multi-Stick,5.0,4.2,1317,Blush,4.204678932723626
Benefit Cosmetics,Dandelion Twinkle Soft Nude-Pink Powder Highlighter Mini,20.0,4.3,224,Blush,4.314955780286441
Essence,What A Tint! Lip & Cheek Tint,4.99,4.2,157,Blush,4.234418998254615
Charlotte Tilbury,Lip & Cheek Glow,40.0,4.4,10,Blush,4.433280765675131
ColourPop,Hydrating Blush Stix,10.0,4.5,655,Blush,4.497988930465051
Charlotte Tilbury,Cheek To Chic Blush,42.0,3.7,14,Blush,4.181809295733347
Tarte,Maneater Satin Blush Cheek Plump,29.0,4.3,39,Blush,4.357852204363832
about-face,Cheek Freak Blush Balm,18.0,4.1,155,Blush,4.148927796019209
NUDESTIX,Sweet Cheeks 3 Piece Mini Kit,35.0,4.7,200,Blush,4.6713147103391
NUDESTIX,NUDIES MATTE LUX All Over Face Blush Color,35.0,4.6,796,Blush,4.595230027001177
Revolution Beauty,Blusher Reloaded,7.0,4.2,68,Blush,4.267181467181468
DIBS Beauty,Duet Baked Blush Duo,34.0,4.9,784,Blush,4.885709039137081
CHANEL,JOUES CONTRASTE Intense Cream-To-Powder Blush,55.0,4.3,12,Blush,4.399505791505791
ULTA Beauty Collection,Pillow Puff Liquid Blush Wand,12.0,2.3,6,Blush,4.037506894649751
CHANEL,N°1 DE CHANEL Lip and Cheek Balm,50.0,4.4,63,Blush,4.413349911654997
NATASHA DENONA,My Mini Dream Glow Blush,20.0,4.6,143,Blush,4.576744612352921
HOURGLASS,Ambient Lighting Palette,73.0,4.1,22,Blush,4.285925624872993
Essence,Blush Crush!,3.99,3.8,24,Blush,4.132958932958933
Milani,Supercharged Cheek + Lip Multistick,9.99,3.5,327,Blush,3.568458062926148
Physicians Formula,Butter Glow & Go Multiuse Stick,16.99,4.7,41,Blush,4.602728829796499
