Brand,Product Name,Price,Stars,Reviews,Category,Weighted_Rating
Anastasia Beverly Hills,Blurring Serum Blush,25.0,4.7,376,Blush,4.683889083889084
Tarte,Maneater Silk Stick Blush,29.0,4.4,18,Blush,4.4271601650912
Polite Society,Go Flush Yourself Blush & Highlight Face Palette,39.0,4.5,123,Blush,4.4907842907842905
CHANEL,LES BEIGES Water-Fresh Blush,55.0,4.6,27,Blush,4.525361279646994
PAT McGRATH LABS,Divine Cream Blush: Legendary Glow Colour Balm,29.0,4.9,12,Blush,4.591505791505791
L.A. Girl,On Cloud Nine Bouncy Blush Bronzer Duo,8.0,4.0,3,Blush,4.399349725665515
NUDESTIX,STAX All Over Color Blush Balm,24.0,4.5,898,Blush,4.498518101983181
Revolution Beauty,Ultra Blush Sunset Burst Palette,9.0,5.0,3,Blush,4.5046128835602515
NYX Professional Makeup,Sweet Cheeks Soft Cheek Tint Blush,9.5,4.5,705,Blush,4.498126580672782
Revolution Beauty,Blush Bomb Cream Blusher,9.0,4.4,76,Blush,4.411640070753371
NUDESTIX,NUDIES Matte + Glow Core All Over Face Blush Color,30.0,4.5,1181,Blush,4.498865700108966
NYX Professional Makeup,Wonder Stick Cream Blush Contour Stick,14.0,4.3,399,Blush,4.308790264267295
DIBS Beauty,GlowTour Duo pH Blush + Contour Stick,38.0,4.7,143,Blush,4.661611081195651
Live Tinted,Huestick Lip and Cheek Multistick,26.0,4.6,2746,Blush,4.598586132845559
HOURGLASS,Ambient Lighting Blush,46.0,4.5,58,Blush,4.483610385406793
Clinique,Good to Glow Highlighter and Blush Palette,45.0,5.0,2,Blush,4.486598806598806
Physicians Formula,Butter Glow Bronzer & Blush - Healthy Glow,15.99,4.2,5,Blush,4.405949743654661
Milani,Cheek Kiss Liquid Blush,10.99,4.1,192,Blush,4.140604446811343
florence by mills,Cheeky Pop Blush Stick,18.0,4.8,181,Blush,4.7563267175857975
Physicians Formula,Strawberry Jam Blush,12.99,4.1,84,Blush,4.180652668323901
Milani,Rose Powder Blush,10.99,4.1,381,Blush,4.121725626522674
Essence,Juicy Melon Tinted Lip & Cheek Balm,3.99,4.2,5,Blush,4.405949743654661
NUDESTIX,Roses 'N Honey 3-Piece Mini NUDIES Kit,35.0,4.4,318,Blush,4.403439496889279
Persona,DreamStick Cream Blush,26.0,4.2,38,Blush,4.298920743015231
PÜR,Skin Perfecting Powder Blushing Act Matte Blush,26.0,4.5,180,Blush,4.493340472902517
NUDESTIX,Pretty Blush 3-Piece Mini Kit,35.0,4.7,80,Blush,4.638686892715329
NUDESTIX,Intense Matte Lip + Cheek Pencil,26.0,4.6,484,Blush,4.592309062181485
Tarte,Glowing Cheeks Blush & Highlight Duo,24.0,4.7,7,Blush,4.500968220968221
WYN BEAUTY,MVP: Most Versatile Pigment Multifunction Lip & Cheek Color,21.0,4.4,43,Blush,4.417247696079813
HALF MAGIC,Cheek Fluff Soft Blur Cream Blush,23.0,4.5,58,Blush,4.483610385406793
Morphe 2,Quad Goals Multi-Palette,16.0,4.0,263,Blush,4.039450492830042
KVD Beauty,Good Apple Blush Balm Duo,34.0,4.5,869,Blush,4.498470058335905
Essence,It's Bubble Gum Fun Bouncy Blush,5.99,5.0,2,Blush,4.486598806598806
KVD Beauty,Everlasting Refillable Blush,29.5,4.4,29,Blush,4.421678296907654
CoverGirl,Trublend Skin Enhancer Balm Blush Stick,12.99,4.4,855,Blush,4.401341813948288
Smashbox,Halo Sheer To Stay Cream Cheek + Lip Tint,28.0,4.2,572,Blush,4.210512915784882
Revolution Beauty,Bright Light Blush Drops,12.0,3.8,4,Blush,4.358693802761599
NUDESTIX,Nudescreen Blush Tint SPF 30,30.0,4.4,160,Blush,4.406369095317882
CoverGirl,Clean Fresh All Over Dewy Tint,10.99,4.3,385,Blush,4.309090054035242
CoverGirl,TruBlend So Flushed High Pigment Blush,11.99,4.5,481,Blush,4.497298059588286
Dior,Rouge Blush,45.0,4.8,37,Blush,4.655703474903475
NUDESTIX,Gel Color Lip + Cheek Balm,27.0,4.4,205,Blush,4.405125671069272
NUDESTIX,Sweet & Sunny Cheeks 2-Piece NUDIES Kit,47.0,4.8,74,Blush,4.709361479210725
af94,Playdate Multi-Use Cheek + Lip Color,9.0,4.3,9,Blush,4.4081584690280335
Revlon,Glimmer Blush Drops,10.49,4.1,2008,Blush,4.104342988532808
Pixi,Sheer Cheek Gel,14.0,4.7,103,Blush,4.64966122320208
L.A. Girl,Soft Matte Cream Blush,5.99,4.5,47,Blush,4.4811236852616165
Naked Sundays,Mineral Blush Serum SPF50,29.75,4.9,550,Blush,4.87989829223539
af94,Playdate Glow Multi-Use Cheek + Lip,9.0,4.2,13,Blush,4.36315499172642
L.A. Girl,Just Blushing Powder,5.99,4.6,137,Blush,4.575885951885952
Winky Lux,Cheeky Rose Cream Blush,20.0,4.8,322,Blush,4.774047387572567
NUDESTIX,Pink Glow 2 Piece STAX Set,39.0,4.3,74,Blush,4.337502182728313
Wet n Wild,MegaGlo Blushlighter,7.49,4.4,207,Blush,4.405081579275128
NATASHA DENONA,Berry Pop Cheek Trio,48.0,4.7,196,Blush,4.670796691564186
NATASHA DENONA,"My Dream Cheek Trio - Cream Blush, Glow Cream Base and Glow Powder Highlighter",48.0,4.8,51,Blush,4.6821106821106815
Pacifica,Fluffy Blushy,11.0,4.1,149,Blush,4.150610127114425
NARS,The Mini Multiple Duo,30.0,4.0,2,Blush,4.413871533871534
NEOM Wellbeing,Calming Magnesium Body Butter,43.0,5.0,6,Blush,4.5517926089354654
NATASHA DENONA,Rose Cheek Duo - Cream Blush and Highlighter,20.0,4.7,27,Blush,4.576789851075565
Ofra Cosmetics,Cotton Candy Skies Midi Palette,35.0,5.0,3,Blush,4.5046128835602515
ULTA Beauty Collection,Blush Beam Cream Blush,1.2,4.5,23,Blush,4.471782828483859
Ofra Cosmetics,Good To Go Mini Mix Face Palette,39.0,4.5,6,Blush,4.4565545136973705
NABLA,Two Reasons Blush Duo,27.0,5.0,2,Blush,4.486598806598806
Anastasia Beverly Hills,"Face Palette - All In One Bronzer, Highlight, Blush",58.0,4.5,600,Blush,4.497812097812098
FLOWER Beauty,Gel Crush Lip & Cheek,11.5,4.4,319,Blush,4.403429512863475
Stila,Complete Harmony Lip & Cheek Stick,28.0,4.1,115,Blush,4.162857417661687
Ere Perez,Beetroot Cheek & Lip Tint,30.0,4.2,151,Blush,4.235589049186784
Revlon,Illuminance Gel Serum Blush,14.99,4.3,1826,Blush,4.30201537519928
Wet n Wild,MegaGlo Makeup Stick Blush,4.49,4.0,280,Blush,4.037255211723297
Pacifica,Mood Glow Color Shifting pH Blush Balm,18.0,3.8,24,Blush,4.132958932958933
CHANEL,LES TAROTS DE CHANEL Matte Powder Blush,72.0,5.0,2,Blush,4.486598806598806
KIKO Milano,Velvet Touch Creamy Stick Blush,14.0,4.2,26,Blush,4.3219702365333434
Physicians Formula,Murumuru Butter Blush,12.99,4.7,17645,Blush,4.699633936061881
Ofra Cosmetics,Sunset Dreams Midi Palette,35.0,5.0,1,Blush,4.467225176659139
FLOWER Beauty,Ultralight Liquid Blush,14.5,3.5,11,Blush,4.161136087163484
NABLA,Close-Up Blurring Powder Blush,25.0,3.9,7,Blush,4.328660528660529
Ere Perez,Tapioca Cheek Colour,25.2,5.0,1,Blush,4.467225176659139
KVD Beauty,ModCon Liquid-Gel Blush,29.5,3.5,26,Blush,3.968572178280916
NATASHA DENONA,Puff Paint Liquid Blush,24.0,3.9,8,Blush,4.315864691984094
Ofra Cosmetics,Bienvenidos A Miami Mini Mix Face Palette,42.0,4.3,4,Blush,4.4264904129310905
jane iredale,PurePressed Blush,32.0,4.7,1310,Blush,4.695156471120529
ColourPop,Cheek Dew Hydrating Serum Blush,8.0,4.2,288,Blush,4.220036577931315
L.A. Girl,Velvet Contour Stick Blush,5.99,3.3,48,Blush,3.6977070364825466
FLOWER Beauty,Blush Bomb Color Drops,11.5,4.5,664,Blush,4.498015180828814
NUDESTIX,Baby Nude Skin 2-PC NUDIES Kit,47.0,4.4,30,Blush,4.421287696963373
BOBBI BROWN,Blush,36.0,4.7,141,Blush,4.661149953041845
J.Cat Beauty,Love Struck Blusher + Bronzer,4.99,3.4,105,Blush,3.604455687214308
Revolution Beauty,Beam Bright Blush,10.0,4.0,4,Blush,4.385812446829395
BLK/OPL,Colorsplurge Blush Stick,16.5,4.0,2,Blush,4.413871533871534
Ere Perez,Carrot Colour Pot,31.0,4.4,17,Blush,4.427799227799228
Petite n Pretty,9021-Glow! Cheek & Highlighter Duo,18.0,4.6,32,Blush,4.53185160315595
Ofra Cosmetics,Cheek & Lip Cream,18.0,4.6,9,Blush,4.486419338593252
Physicians Formula,Butter Believe it! Blush,12.99,4.4,68,Blush,4.412636012636013
ICONIC LONDON,Silk Glow Duo Blush & Highlight Gel-Powders,39.0,5.0,30,Blush,4.745612021287697
Petite n Pretty,Dream Land Makeup Starter Set,36.0,5.0,8,Blush,4.5785512591482735
Petite n Pretty,Celebrate You! Makeup Starter Set,36.0,5.0,2,Blush,4.486598806598806
Tarte,Shape Tape Glow Blush Bar,49.0,4.7,7,Blush,4.500968220968221
Ere Perez,Rice Powder Blush Duo,40.0,4.0,4,Blush,4.385812446829395
MAC,Extra Dimension Hybrid Cream Powder Blush,34.0,4.6,66,Blush,4.557174504715488
J.Cat Beauty,2 In 1 Piece Of Cake Blush + Highlighter,8.99,2.6,5,Blush,4.143654661687449
Petite n Pretty,WhimsiCali Eye & Cheek Palette,26.0,4.6,34,Blush,4.534142305570877
Wet n Wild,Nightmare Before Christmas Lip & Cheek Color,7.99,3.5,4,Blush,4.318015836659904
Persona,Super Blush,22.0,4.4,52,Blush,4.4152447378253825
Ofra Cosmetics,Head in the Clouds Mini Mix Palette,42.0,5.0,1,Blush,4.467225176659139
Petite n Pretty,9021-Glow! Eye & Cheek Palette,26.0,4.8,89,Blush,4.721235521235521
ICONIC LONDON,Kissed By The Sun Multi-Use Cheek Glow,29.0,5.0,29,Blush,4.740944351953527
Revolution Beauty,Superdewy Liquid Blush,7.0,4.2,94,Blush,4.252564578924411
jane iredale,Glow Time Blush Stick,40.0,4.4,1386,Blush,4.40083702952991
Ere Perez,Rice Powder Blush & Bronzer Duo,40.0,5.0,1,Blush,4.467225176659139
LORAC,Color Source Buildable Blush,23.0,4.6,457,Blush,4.591878688458999
Estée Lauder,Pure Color Envy Sculpting Blush Refill,30.0,4.6,59,Blush,4.5536268305499075
Petite n Pretty,CactiCali Make Up Starter Set,36.0,5.0,4,Blush,4.521405667168379
ICONIC LONDON,Sheer Blush Natural Cream Blusher,27.0,4.3,38,Blush,4.35876326270027
ICONIC LONDON,Cream to Powder Blurring Blush Stick,26.0,4.7,25,Blush,4.5719102412171715
FLOWER Beauty,Flower Pots Powder Blush,11.5,4.7,343,Blush,4.682446315282136
jane iredale,Just Kissed Lip and Cheek Stain,32.0,4.6,1272,Blush,4.596979936170688
Revolution Beauty,Vintage Lace Blush Palette,12.0,4.3,94,Blush,4.33122566679052
FLOWER Beauty,Pyramid Pigments Cheek Color,13.0,4.3,148,Blush,4.3215070154551425
J.Cat Beauty,Blush-Mallow Soft Blusher,4.99,4.1,48,Blush,4.220156016074383
Stila,"Trifecta Metallica Lip, Eye & Cheek Stick",26.0,3.9,43,Blush,4.103379082941126
Milani,Cheek Kiss Cream Blush Trio,13.99,4.6,165,Blush,4.5794302739184625
Physicians Formula,Butter Dream Team Palette,18.99,4.5,87,Blush,4.487835263835264
Physicians Formula,Matte Monoi Butter Blush,12.99,4.5,91,Blush,4.4882529371799755
KIKO Milano,Unlimited Blush,14.0,4.5,22,Blush,4.47118878276773
NUDESTIX,Soft & Natural Nudes 3-Piece Mini Kit,27.0,4.5,74,Blush,4.486245901321278
NUDESTIX,Pink Blush & Nude Bronze 2 Piece Mini Kit,24.0,4.5,72,Blush,4.485963765963766
Ofra Cosmetics,Blushful Mini Mix Face Palette,39.0,4.0,2,Blush,4.413871533871534
Ofra Cosmetics,Unconditional Mini Mix Face Palette,39.0,5.0,7,Blush,4.565583605583606
ICONIC LONDON,"Multi-Use Blush, Bronze, and Highlight Cream Palette",49.0,4.5,267,Blush,4.495321255321255
Revolution Beauty,Cheek Lift Palette,10.0,5.0,2,Blush,4.486598806598806
NUDESTIX,Sunkissed Glow 3 Piece STAX Set,59.0,4.6,71,Blush,4.559393442294996
NUDESTIX,GLAMZILLA Dirty 30 2 Piece Blush Kit,49.0,4.8,90,Blush,4.721917464774608
Charlotte Tilbury,Hollywood Blush And Glow Glide Kit,88.0,3.0,1,Blush,4.391753478545931
LAURA GELLER,Baked Blush-n-Brighten Marbleized Blush,32.0,5.0,2,Blush,4.486598806598806
ICONIC LONDON,Get Cheeky Face Powder Palette,39.0,4.9,14,Blush,4.607125751429549
Essence,Love It A Choco' Lot! Blush Mousse,4.99,5.0,1,Blush,4.467225176659139
Wet n Wild,Megaglo Makeup Stick,4.49,4.0,280,Blush,4.037255211723297
HOURGLASS,Ambient Strobe Lighting Blush,46.0,4.4,7,Blush,4.436352836352836
MAC,Effervescence Extra Dimension Face Compact,30.8,1.0,1,Blush,4.316281780432724
e.l.f. Cosmetics,Power Grip Primer,10.0,4.6,15704,Primer,4.598917249577588
Benefit Cosmetics,The POREfessional Pore Minimizing Primer,35.0,4.4,8322,Primer,4.3990495634564954
Lancôme,UV Expert Defense SPF 50+ Primer & Moisturizer,48.0,4.5,901,Primer,4.486790514761989
Smashbox,The Original Photo Finish Smooth & Blur Oil-Free Primer,34.0,4.6,5481,Primer,4.596914362113855
Supergoop!,Unseen Sunscreen SPF 50 Invisible Sun Protection for Face,22.0,4.8,204,Primer,4.695179247383655
Milani,Conceal + Perfect Blur Out Smoothing Primer,15.99,4.4,179,Primer,4.364575600098986
e.l.f. Cosmetics,Power Grip Primer + 4% Niacinamide,10.0,4.6,4141,Primer,4.595926722135966
NYX Professional Makeup,The Face Glue Gripping Primer,9.0,4.5,2548,Primer,4.49517918728445
MAC,Prep + Prime Fix+ Primer and Setting Spray,34.0,4.5,2875,Primer,4.495718959843254
e.l.f. Cosmetics,Power Grip Matte Primer,10.0,4.6,15705,Primer,4.598917318321464
BOBBI BROWN,Vitamin Enriched Face Base Moisturizer & Primer with Vitamin C + Hyaluronic Acid,69.0,4.7,3112,Primer,4.693158265153515
Lancôme,La Base Pro Oil-Free Longwear Makeup Primer,45.0,4.7,2291,Primer,4.6907542145183925
Stila,One Step Correct Brightening & Correcting Primer,36.0,4.2,1325,Primer,4.200837082978637
MILK MAKEUP,Hydro Grip Hydrating Makeup Primer with Hyaluronic Acid + Niacinamide,29.0,4.3,9,Primer,4.23756371049949
TULA,Blurring & Moisturizing Filter Primer,38.0,4.5,5178,Primer,4.497606436722929
Estée Lauder,Double Wear Smooth & Blur Primer,45.0,3.4,182,Primer,3.565042735042735
Benefit Cosmetics,The POREfessional Matte Pore Minimizing Primer,35.0,4.8,868,Primer,4.771370796083439
MILK MAKEUP,Hydro Grip + Glow Illuminating Primer with Light-Reflecting Pearls,30.0,4.9,178,Primer,4.762627392493164
MAC,Studio Radiance Moisturizing + Illuminating Primer,36.0,4.8,374,Primer,4.7376572639385515
Benefit Cosmetics,The POREfessional Pore Minimizing Primer Mini,15.0,4.4,8322,Primer,4.3990495634564954
Supergoop!,Mineral Mattescreen SPF 40,24.0,4.4,1227,Primer,4.393750272866186
MAC,Studio Fix Mattifine 12hr Shine Control Matte Primer,36.0,4.4,192,Primer,4.366514619883041
e.l.f. Cosmetics,Liquid Poreless Putty Primer,10.0,4.6,6031,Primer,4.59719365131609
Estée Lauder,Futurist Aqua Brilliance Watery Glow Primer,46.0,4.6,177,Primer,4.523358302122347
Clinique,Even Better Pore Defying Primer,39.0,3.3,63,Primer,3.687992831541219
NYX Professional Makeup,Marshmellow Smoothing Face Primer,4.0,4.4,2280,Primer,4.396580185862061
Urban Decay Cosmetics,All Nighter Face Makeup Primer,39.0,4.5,1826,Primer,4.49331938136373
Laura Mercier,Pure Canvas Primer Blurring,46.0,4.5,142,Primer,4.433318518518519
Dr. Brandt,Pores No More Pore Refiner Primer,48.0,4.7,1145,Primer,4.681854029586075
TULA,Supersize Blurring & Moisturizing Filter Primer,60.0,4.5,5178,Primer,4.497606436722929
bareMinerals,PRIME TIME Original Pore-Minimizing Primer,31.0,3.5,1272,Primer,3.525045329959941
Clinique,Even Better Light Reflecting Primer,39.0,3.1,60,Primer,3.5852817272248556
BOBBI BROWN,Mini Vitamin Enriched Face Base Moisturizer & Primer with Vitamin C + Hyaluronic Acid,25.0,4.7,3112,Primer,4.693158265153515
NYX Professional Makeup,Plump Right Back Electrolytes Plumping Primer Serum,8.0,4.5,1050,Primer,4.488587149449769
MAC,Prep + Prime Fix+ Primer and Setting Spray - Matte Finish,34.0,3.2,320,Primer,3.327625778993768
Laura Mercier,Mini Pure Canvas Primer Blurring,25.0,4.5,142,Primer,4.433318518518519
Peter Thomas Roth,Instant FIRMx No Filter Primer,42.0,3.2,129,Primer,3.4673193250557146
ULTA Beauty Collection,Soft Blur Poreless Face Primer,18.0,4.3,724,Primer,4.295577936611075
e.l.f. Cosmetics,Poreless Putty Primer,10.0,4.5,6873,Primer,4.498192848481928
Laura Mercier,Pure Canvas Primer Illuminating,46.0,4.4,168,Primer,4.362750455373407
IT Cosmetics,Your Skin But Better Makeup Primer+ Oil-Free,42.0,4.4,824,Primer,4.390853619577024
Live Tinted,"Hueguard 3-in-1 Mineral Sunscreen, Moisturizer, Primer SPF 30",34.0,4.5,1042,Primer,4.488503192848021
Smashbox,Travel Size The Original Photo Finish Smooth & Blur Oil-Free Primer,16.0,4.6,5481,Primer,4.596914362113855
Clinique,Even Better All-Over Primer and Color Corrector,32.0,3.2,68,Primer,3.610988742046011
NYX Professional Makeup,Pore Filler Blurring Face Primer,7.0,4.0,3371,Primer,4.002999333300812
Too Faced,Hangover 3-In-1 Replenishing Primer & Setting Spray,38.0,4.4,1140,Primer,4.393291625661933
Milani,Make It Last Original - Natural Finish Setting Spray,10.99,4.5,1371,Primer,4.491173471388791
Too Faced,Hangover Replenishing Face Primer,42.0,4.4,3040,Primer,4.397422531914511
HOURGLASS,Vanish Airbrush Primer,58.0,3.9,47,Primer,4.05996996996997
HOURGLASS,Veil Mineral Primer,24.0,4.4,109,Primer,4.348525710176196
MILK MAKEUP,Cloud Glow Foam Brightening Primer,28.0,5.0,3,Primer,4.273138602520046
Laura Mercier,Pure Canvas Primer Hydrating,46.0,4.6,177,Primer,4.523358302122347
bareMinerals,PRIME TIME Hydrate & Glow Primer,31.0,4.3,305,Primer,4.290291646853701
TATCHA,The Liquid Silk Canvas Featherweight Protective Primer,54.0,4.5,112,Primer,4.420617283950618
Tarte,Double Duty Beauty Base Tape Hydrating Primer,34.0,4.6,1379,Primer,4.588028938028938
Urban Decay Cosmetics,All Nighter Extra Glow Makeup Primer,39.0,4.4,442,Primer,4.3836866096866105
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Primer,36.0,4.7,39,Primer,4.444345825115056
MAC,Prep + Prime Natural Radiance Primer,46.0,4.3,207,Primer,4.286523652365236
Charlotte Tilbury,Invisible UV Flawless Primer SPF 50,55.0,4.5,134,Primer,4.430346641906531
Smashbox,Photo Finish Control Mattifying Primer,42.0,4.5,741,Primer,4.484103270466907
StriVectin,Line BlurFector Instant Wrinkle Blurring Primer,39.0,4.3,510,Primer,4.293874387438744
Dermalogica,Skinperfect Primer SPF 30,59.0,4.6,974,Primer,4.583273391095853
TATCHA,The Silk Canvas Filter Finish Protective Primer,54.0,4.5,83,Primer,4.402702118460874
NYX Professional Makeup,Blur Screen SPF 30 Blurring Makeup Primer,14.0,4.5,957,Primer,4.4875284012191745
FENTY BEAUTY by Rihanna,Pro Filt'r Mattifying Primer,36.0,3.7,34,Primer,4.000593990216632
Smashbox,Travel Size Photo Finish Resurface Primer with Glycolic Acid,16.0,4.6,474,Primer,4.567174633729012
Smashbox,Photo Finish Correct Anti-Redness Primer,42.0,4.2,806,Primer,4.201347295622105
MAC,Prep + Prime Skin,36.0,4.2,361,Primer,4.202822194888616
ULTA Beauty Collection,Matte Veil Matte Face Primer,18.0,4.3,1401,Primer,4.297647578446058
ULTA Beauty Collection,Dewy Glaze Hydrating Face Primer,18.0,4.4,273,Primer,4.3750305250305255
Clarins,Instant Smooth Perfecting Touch Makeup Primer,40.0,4.5,491,Primer,4.47669566117842
Smashbox,Photo Finish Primerizer+ Hydrating Primer with Hyaluronic Acid,42.0,4.6,731,Primer,4.578038921084639
Stila,All About The Blur Blurring & Smoothing Primer,36.0,4.3,79,Primer,4.272668451584114
Maybelline,Grippy Serum Hydrating Grip Primer Makeup,12.99,4.7,410,Primer,4.652573484571289
e.l.f. Cosmetics,Tone Adjusting Face Primer,10.0,3.6,147,Primer,3.7477777777777783
NYX Professional Makeup,Shine Killer Charcoal Infused Mattifying Primer,7.0,3.4,269,Primer,3.519387034092916
Tarte,Face Tape Smoothing Primer,34.0,4.6,22,Primer,4.347366255144032
Tarte,Poreless Mattifying Vegan Face Makeup Primer,34.0,3.9,336,Primer,3.9387869520897043
NYX Professional Makeup,Bare With Me Aloe & Cucumber Extract Primer & Setting Spray,10.0,4.4,599,Primer,4.387660546504613
e.l.f. Cosmetics,Poreless Face Primer - Small,8.0,3.4,1183,Primer,3.430563469452358
NATASHA DENONA,Hy-Gen Energizing & Hydrating Primer Serum,48.0,4.8,54,Primer,4.537158012283641
Maybelline,Facestudio Poreless Jelly 24HR Hydrating Blurring Primer,12.99,4.5,440,Primer,4.474247625586452
Essence,Jelly Grip Hydrating Primer,5.99,4.0,23,Primer,4.149594484995945
Smashbox,Travel Size Photo Finish Primerizer+ Hydrating Primer with Hyaluronic Acid,16.0,4.6,731,Primer,4.578038921084639
MILK MAKEUP,Pore Eclipse Non-Comedogenic Mattifying + Blurring Primer Stick,36.0,4.7,86,Primer,4.535720321081538
Estée Lauder,Futurist Peptide-Power Serum Primer,56.0,3.9,15,Primer,4.144582185491276
Essence,"Hello, Good Stuff! Glow Serum Primer",5.99,4.1,140,Primer,4.130712788259959
Smashbox,Travel Size Photo Finish Control Mattifying Primer with Salicylic Acid,16.0,4.5,741,Primer,4.484103270466907
Benefit Cosmetics,The POREfessional Lite Ultra-lightweight Face Primer Mini,15.0,4.1,1162,Primer,4.104718196457327
e.l.f. Cosmetics,Hydrating Face Primer - Small,8.0,3.3,719,Primer,3.355065038877988
e.l.f. Cosmetics,Stay Cool Primer Stick,7.0,4.6,3648,Primer,4.595383030248334
VOLITION,Snow Mushroom Water Primer with Vitamin C + Vegan Squalane,40.0,5.0,23,Primer,4.485360908353609
bareMinerals,PRIME TIME Daily Protecting Primer Mineral SPF 30,31.0,3.7,348,Primer,3.7607299167019628
Revolution Beauty,Superfix Grip Primer,9.0,4.4,53,Primer,4.319261139311901
Tarte,Travel-Size Timeless Smoothing Face Makeup Primer,22.0,3.8,61,Primer,3.981664058424622
ELEMIS,Superfood Glow Priming Moisturiser,58.0,4.3,244,Primer,4.288246018038764
Beekman 1802,Milk Tint SPF 43 Tinted Primer Serum,48.0,4.1,83,Primer,4.14433635970601
ColourPop,Pretty Fresh Set It Up Primer,12.0,4.5,17,Primer,4.299955555555556
bareMinerals,PRIME TIME Redness Reducing Primer,31.0,4.1,267,Primer,4.11823111111111
MILK MAKEUP,Pore Eclipse Mattifying + Blurring Makeup Primer with Niacinamide,38.0,3.0,2,Primer,4.173625730994153
Clinique,City Block Sheer Oil-Free Daily Face Protector Broad Spectrum SPF 25 Primer,35.0,4.4,748,Primer,4.389977595743192
First Aid Beauty,Hello FAB Coconut Skin Smoothie Priming Moisturizer,32.0,4.5,894,Primer,4.486692093903376
Laura Mercier,Mini Pure Canvas Primer Illuminating,25.0,4.4,168,Primer,4.362750455373407
ULTA Beauty Collection,Cool & Glow Face Primer,18.0,4.6,16,Primer,4.322719060523939
Supergoop!,Mini Unseen Sunscreen SPF 50 Invisible Sun Protection for Face,18.0,4.3,4,Primer,4.231257014590348
e.l.f. Cosmetics,Power Grip Matte Primer Mini,5.0,2.0,1,Primer,4.177359617682199
Smashbox,On-Set Essentials: Primer + Setting Spray Trio,34.0,3.0,2,Primer,4.173625730994153
Milani,No Pore Zone Mattifying Face Primer,11.99,3.6,129,Primer,3.763021330786374
Milani,Skin Quench Hydrating Face Primer,11.99,4.4,89,Primer,4.340871540685668
Tarte,Travel Size Base Tape Hydrating Primer,18.0,4.0,65,Primer,4.092735042735043
Revolution Beauty,Pore Blur Primer,8.0,3.9,98,Primer,4.003116531165311
CHANEL,LA BASE ILLUMINATRICE Glowing Makeup Primer,56.0,4.5,2,Primer,4.236783625730994
ULTA Beauty Collection,Vitamin C Squeeze Brightening Face Primer,18.0,4.0,4,Primer,4.207014590347924
e.l.f. Cosmetics,Blemish Control Face Primer,10.0,3.4,182,Primer,3.565042735042735
Maybelline,Baby Skin Instant Pore Eraser Primer,7.99,3.7,1087,Primer,3.721101299975472
e.l.f. Cosmetics,Acne Fighting Putty Primer,12.0,4.4,229,Primer,4.371028131957094
Smashbox,Photo Finish Illuminate Glow Primer,42.0,4.6,757,Primer,4.578750432675666
Stila,Travel Size One Step Correct Brightening & Correcting Primer,22.0,4.2,1325,Primer,4.200837082978637
NYX Professional Makeup,Angel Veil Lightweight Skin Perfecting Vegan Primer,8.0,3.9,938,Primer,3.915045472518782
Milani,SPF BFF SPF30 Face Primer,13.99,4.4,110,Primer,4.348856734548053
r.e.m. beauty,Lunar Magic Blurring Primer,29.0,4.5,351,Primer,4.468467143057307
NYX Professional Makeup,Pore Filler Primer Targeted Blurring Stick,10.0,3.2,62,Primer,3.6339276485788115
Essence,All About Blur! Even Skin Balm,4.99,3.1,12,Primer,3.990386473429952
L'Oréal,Prime Lab Up to 24H Pore Minimizer,16.99,4.3,184,Primer,4.28517308157831
NYX Professional Makeup,Studio Perfect Face Primer in Clear,14.0,3.8,1248,Primer,3.8149572649572647
NYX Professional Makeup,Studio Perfect Color Correcting Primer in Green,14.0,3.8,1248,Primer,3.8149572649572647
Milani,Bright Side Illuminating Face Primer,11.99,4.6,108,Primer,4.488906985161057
ULTA Beauty Collection,Get a Grip Gel Face Primer,18.0,3.3,3,Primer,4.167983963344788
Milani,Supercharged Dewy Skin Primer,11.99,4.6,120,Primer,4.496962067807989
L'Oréal,Prime Lab Up to 24H Matte Setter,16.99,4.4,147,Primer,4.35868686868687
PAT McGRATH LABS,Skin Fetish: Sublime Perfection Primer,38.0,5.0,4,Primer,4.287822671156005
e.l.f. Cosmetics,Luminous Putty Primer,10.0,4.2,280,Primer,4.20352449223417
PÜR,4-in-1 Correcting Primer Dark Spot Corrector,34.0,4.0,165,Primer,4.048680390604381
ULTA Beauty Collection,Soft Blur Poreless Face Primer Travel Size,8.0,4.3,724,Primer,4.295577936611075
Milani,Erase Base Blemish Control Primer,12.99,4.4,128,Primer,4.3541626641050275
PÜR,4-in-1 Correcting Primer Anti Blemish & Mattify,34.0,4.1,171,Primer,4.126315114190403
bareMinerals,Mini PRIME TIME Original Pore-Minimizing Primer,19.0,3.5,1272,Primer,3.525045329959941
Dermablend,Poresaver Matte Makeup Primer,35.0,4.7,217,Primer,4.617703703703704
Smashbox,Travel Size Photo Finish Illuminate Glow Primer,16.0,4.6,757,Primer,4.578750432675666
Juice Beauty,PHYTO-PIGMENTS Illuminating Primer,36.0,4.4,397,Primer,4.382027620841181
NYX Professional Makeup,Bright Maker Brightening Primer,7.0,3.2,17,Primer,3.946355555555556
NUDESTIX,Blot & Blur Matte Stick,34.0,4.4,684,Primer,4.389098316959867
Dermablend,Insta-Grip Jelly Primer 3-in-1 Multi-Tasking Primer,35.0,4.4,205,Primer,4.368252384120647
